♻️ Reload Clairvoyant!
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Services/UploadService.php
scan document: file:///home/lizon/example-app/app/Services/UploadService.php
scan document: file:///home/lizon/example-app/config/filesystems.php
scan document: file:///home/lizon/example-app/app/Services/UploadService.php
scan document: file:///home/lizon/example-app/app/Services/UploadService.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/News.php
