♻️ Reload Clairvoyant!
scan document: file:///home/lizon/example-app/app/Listeners/LastLoginUpdateListener.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/NewsController.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/create.blade.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
