♻️ Reload Clairvoyant!
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/create.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_04_165651_create_jobs_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_09_18_141443_create_categories_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/resources/views/layouts/data.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/vendor/laravel/framework/src/Illuminate/Foundation/Http/FormRequest.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_05_145734_create_resources_table.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Requests/NewsCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Requests/ResourceCreateRequest.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Models/Resources.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources/resources.blade.php
detach document: file:///home/lizon/example-app/resources/views/admin/news/resources.blade.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/resources/views/admin/news/resources/index.blade.php
detach document: file:///home/lizon/example-app/resources/views/admin/news/resources/resources.blade.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ResourcesController.php
scan document: file:///home/lizon/example-app/resources/views/admin/resources/index.blade.php
detach document: file:///home/lizon/example-app/resources/views/admin/news/resources/index.blade.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
